,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeOutcomeYear,AgeOutcomeMonth,AgeOutcomeWeek
1855,2013-12-02 17:45:00,3,1,2,730,298,98,2,24,104
1856,2014-09-05 16:59:00,0,0,2,60,640,5,0,2,8
1857,2014-12-05 11:23:00,3,1,2,1095,307,130,3,36,156
1858,2014-08-17 17:34:00,0,1,3,120,538,307,0,4,17
1859,2014-10-12 17:01:00,0,1,3,300,1116,289,0,10,42
1860,2015-06-21 18:36:00,0,1,2,730,1014,88,2,24,104
1861,2014-08-02 11:21:00,0,0,3,60,640,38,0,2,8
1862,2015-05-25 14:15:00,4,0,1,90,640,38,0,3,12
1863,2015-03-13 17:14:00,0,1,3,1460,1265,272,4,48,208
1864,2015-04-30 14:42:00,4,0,2,730,640,216,2,24,104
1865,2015-09-17 09:30:00,4,1,1,30,696,274,0,1,4
1866,2014-09-01 11:07:00,3,1,3,2190,4,252,6,73,312
1867,2014-07-12 12:03:00,0,0,2,90,640,167,0,3,12
1868,2015-03-21 13:12:00,0,0,3,60,640,38,0,2,8
1869,2015-09-16 17:22:00,0,1,3,730,1066,86,2,24,104
1870,2013-12-26 15:53:00,0,0,3,365,637,139,1,12,52
1871,2015-06-13 13:27:00,0,0,2,60,640,38,0,2,8
1872,2015-01-15 17:24:00,4,1,2,2190,559,38,6,73,312
1873,2015-03-14 16:35:00,4,1,1,60,763,318,0,2,8
1874,2014-06-15 18:38:00,0,0,3,60,640,296,0,2,8
1875,2016-01-27 18:33:00,0,1,2,365,214,88,1,12,52
1876,2015-05-09 16:58:00,0,1,2,1095,1066,86,3,36,156
1877,2015-11-03 15:05:00,2,0,1,365,640,41,1,12,52
1878,2015-03-16 17:05:00,0,1,2,1095,1223,38,3,36,156
1879,2014-05-28 13:26:00,0,1,3,2920,504,226,8,97,417
1880,2014-06-16 12:46:00,4,0,3,1095,640,318,3,36,156
1881,2014-08-31 18:41:00,0,1,2,730,559,274,2,24,104
1882,2014-03-16 13:47:00,0,1,3,1825,923,318,5,60,260
1883,2014-07-25 11:14:00,4,0,4,7,640,104,0,0,1
1884,2014-01-10 11:25:00,4,1,0,730,1235,38,2,24,104
1885,2014-05-03 13:56:00,4,0,1,730,632,220,2,24,104
1886,2015-08-13 18:57:00,0,1,3,90,450,130,0,3,12
1887,2014-04-01 11:17:00,3,1,2,3650,847,38,10,121,521
1888,2015-12-10 13:12:00,4,0,2,730,637,38,2,24,104
1889,2014-04-04 19:07:00,3,1,1,365,948,5,1,12,52
1890,2015-05-28 07:30:00,0,1,3,730,450,320,2,24,104
1891,2014-12-08 17:59:00,0,1,2,180,227,36,0,6,25
1892,2015-03-06 16:56:00,4,0,2,2920,640,38,8,97,417
1893,2015-06-08 13:46:00,2,0,2,730,637,5,2,24,104
1894,2014-03-28 11:22:00,2,1,0,2190,450,88,6,73,312
1895,2014-12-29 11:37:00,0,1,2,3285,979,318,9,109,469
1896,2014-02-14 18:56:00,0,0,2,90,640,63,0,3,12
1897,2015-08-31 17:53:00,0,1,2,1095,1066,86,3,36,156
1898,2013-11-23 15:54:00,3,0,3,730,640,296,2,24,104
1899,2015-04-19 18:05:00,0,1,2,365,1232,329,1,12,52
1900,2014-11-25 18:40:00,4,0,1,120,640,104,0,4,17
1901,2015-06-11 14:58:00,4,0,0,28,640,104,0,0,4
1902,2015-01-20 18:59:00,2,1,1,120,561,114,0,4,17
1903,2015-06-05 10:03:00,4,0,1,21,640,220,0,0,3
1904,2015-06-25 18:26:00,3,1,2,2190,450,318,6,73,312
1905,2014-12-06 13:03:00,0,1,2,1460,1048,307,4,48,208
1906,2015-09-07 14:49:00,4,0,0,14,640,38,0,0,2
1907,2015-05-16 08:53:00,0,0,3,30,640,86,0,1,4
1908,2015-05-05 11:48:00,0,0,3,60,640,139,0,2,8
1909,2014-11-10 11:55:00,2,1,2,1095,1066,324,3,36,156
1910,2014-06-01 15:42:00,3,1,2,3285,696,36,9,109,469
1911,2016-01-24 17:21:00,0,1,3,730,450,5,2,24,104
1912,2013-12-17 11:08:00,3,1,3,365,559,326,1,12,52
1913,2014-06-28 11:16:00,4,1,0,60,617,36,0,2,8
1914,2015-01-30 12:36:00,3,1,2,365,45,318,1,12,52
1915,2015-11-29 17:01:00,0,0,3,365,640,139,1,12,52
1916,2014-01-03 14:25:00,4,1,1,730,712,25,2,24,104
1917,2014-03-20 16:22:00,4,0,0,1,640,104,0,0,0
1918,2014-07-10 19:00:00,0,0,3,60,637,104,0,2,8
1919,2015-06-12 09:00:00,4,0,1,730,640,216,2,24,104
1920,2015-11-23 11:17:00,0,1,2,1095,847,88,3,36,156
1921,2015-07-05 17:41:00,3,1,2,365,55,86,1,12,52
1922,2014-06-17 16:38:00,3,1,0,3650,518,5,10,121,521
1923,2015-07-27 18:08:00,0,1,2,180,559,226,0,6,25
1924,2015-10-15 18:52:00,1,0,1,30,640,167,0,1,4
1925,2014-04-16 15:19:00,0,0,3,365,945,146,1,12,52
1926,2014-05-01 17:09:00,0,1,3,1095,407,130,3,36,156
1927,2014-12-01 16:19:00,3,1,3,3285,1364,286,9,109,469
1928,2016-01-04 11:55:00,3,1,0,1095,1066,274,3,36,156
1929,2014-06-06 18:45:00,0,1,3,60,559,250,0,2,8
1930,2013-10-10 12:37:00,4,1,0,300,585,128,0,10,42
1931,2015-06-19 00:00:00,4,1,4,180,307,318,0,6,25
1932,2015-02-18 17:37:00,0,1,2,1095,979,268,3,36,156
1933,2014-05-07 13:05:00,4,1,2,730,365,88,2,24,104
1934,2015-12-12 15:38:00,0,1,3,365,857,358,1,12,52
1935,2015-12-27 16:50:00,4,1,2,330,890,289,0,11,47
1936,2015-06-28 17:54:00,4,0,4,14,640,86,0,0,2
1937,2015-09-20 13:08:00,0,1,3,4015,73,320,11,133,573
1938,2015-04-17 17:21:00,0,1,2,60,74,307,0,2,8
1939,2014-11-11 15:39:00,4,1,3,365,992,204,1,12,52
1940,2015-05-23 17:32:00,4,1,2,365,1202,36,1,12,52
1941,2015-01-22 10:12:00,0,1,3,180,1105,89,0,6,25
1942,2014-07-13 07:58:00,0,0,3,90,640,104,0,3,12
1943,2015-07-13 13:14:00,2,1,3,4745,249,307,13,158,677
1944,2014-11-25 18:38:00,4,0,1,730,640,5,2,24,104
1945,2015-08-07 19:00:00,0,1,2,120,1105,289,0,4,17
1946,2015-06-25 19:01:00,3,1,1,730,1066,38,2,24,104
1947,2015-08-17 16:13:00,0,1,3,365,1066,98,1,12,52
1948,2015-12-15 19:09:00,4,0,3,365,640,104,1,12,52
1949,2015-07-18 11:57:00,3,1,0,365,1365,252,1,12,52
1950,2014-09-07 16:48:00,4,1,2,120,962,166,0,4,17
1951,2014-08-16 09:00:00,4,0,0,120,1168,297,0,4,17
1952,2014-05-05 13:25:00,3,0,3,2555,1272,262,7,85,365
1953,2014-04-13 12:22:00,3,1,3,3285,980,263,9,109,469
1954,2016-02-02 09:42:00,0,1,3,730,1066,342,2,24,104
1955,2014-03-23 16:58:00,4,1,2,90,701,238,0,3,12
1956,2014-11-08 19:01:00,3,1,3,3650,1221,130,10,121,521
1957,2015-09-08 12:01:00,4,0,3,1095,640,291,3,36,156
1958,2013-12-11 10:50:00,3,0,2,365,640,265,1,12,52
1959,2014-06-17 13:22:00,4,1,2,30,696,25,0,1,4
1960,2014-05-16 19:02:00,0,0,0,30,640,38,0,1,4
1961,2014-07-07 17:06:00,0,1,3,730,1158,38,2,24,104
1962,2015-08-14 12:55:00,0,1,2,730,1365,277,2,24,104
1963,2014-07-13 13:59:00,0,1,2,730,27,38,2,24,104
1964,2015-09-18 13:20:00,4,0,3,150,637,296,0,5,21
1965,2015-01-04 13:04:00,4,1,2,210,865,289,0,7,30
1966,2014-04-10 18:40:00,0,1,2,60,696,252,0,2,8
1967,2014-02-01 17:03:00,0,1,2,240,125,56,0,8,34
1968,2014-11-17 17:37:00,0,1,3,1825,351,250,5,60,260
1969,2013-10-18 15:37:00,3,1,0,180,167,307,0,6,25
1970,2016-01-08 18:46:00,4,0,3,365,637,216,1,12,52
1971,2014-12-27 11:09:00,3,1,0,14,1066,86,0,0,2
1972,2013-12-02 15:13:00,4,1,0,30,1066,38,0,1,4
1973,2013-12-05 12:57:00,4,1,3,365,695,114,1,12,52
1974,2014-09-17 17:39:00,0,1,2,1460,450,165,4,48,208
1975,2015-09-02 15:10:00,0,0,3,365,640,5,1,12,52
1976,2013-12-16 12:12:00,0,1,3,90,847,5,0,3,12
1977,2015-09-12 16:24:00,0,0,2,60,640,104,0,2,8
1978,2014-08-14 11:28:00,4,1,0,90,1066,38,0,3,12
1979,2014-10-16 12:29:00,3,1,3,2190,730,210,6,73,312
1980,2015-07-06 18:53:00,3,1,2,150,1214,5,0,5,21
1981,2014-03-28 12:48:00,0,1,3,60,980,204,0,2,8
1982,2013-11-06 11:07:00,3,1,3,2920,249,5,8,97,417
1983,2015-05-17 17:31:00,0,1,3,365,450,289,1,12,52
1984,2016-02-21 15:27:00,3,1,2,365,182,165,1,12,52
1985,2015-07-18 19:31:00,0,0,2,90,640,168,0,3,12
1986,2015-11-07 17:15:00,0,1,3,730,74,25,2,24,104
1987,2015-04-14 14:34:00,4,0,0,14,640,216,0,0,2
1988,2014-07-08 18:17:00,0,1,3,365,249,38,1,12,52
1989,2015-07-30 18:19:00,4,0,0,14,640,296,0,0,2
1990,2015-09-28 14:26:00,0,0,2,210,636,216,0,7,30
1991,2014-01-13 18:27:00,0,1,3,60,74,227,0,2,8
1992,2014-10-03 15:57:00,4,0,3,60,640,320,0,2,8
1993,2015-08-25 15:16:00,4,1,3,365,214,274,1,12,52
1994,2014-03-31 12:58:00,0,1,2,730,459,130,2,24,104
1995,2014-04-25 14:26:00,0,1,2,1095,1066,98,3,36,156
1996,2014-12-01 18:49:00,0,1,3,240,847,5,0,8,34
1997,2014-06-13 16:10:00,3,1,2,1825,847,364,5,60,260
1998,2014-09-17 18:04:00,0,1,2,365,268,353,1,12,52
1999,2013-12-01 17:00:00,4,1,2,365,479,84,1,12,52
2000,2013-10-12 16:29:00,0,1,2,365,862,38,1,12,52
2001,2015-04-08 00:00:00,0,1,3,60,847,38,0,2,8
2002,2013-12-08 18:05:00,0,1,2,365,74,70,1,12,52
2003,2014-10-24 12:35:00,0,0,3,90,640,295,0,3,12
2004,2014-06-30 19:38:00,3,1,3,2555,737,226,7,85,365
2005,2016-01-29 13:25:00,4,0,3,365,640,139,1,12,52
2006,2015-07-01 17:00:00,0,1,2,730,1291,86,2,24,104
2007,2015-04-24 12:23:00,3,1,3,3285,1170,353,9,109,469
2008,2015-07-09 15:26:00,4,1,3,1825,1066,329,5,60,260
2009,2015-07-10 15:09:00,0,1,3,365,249,38,1,12,52
2010,2015-08-12 09:00:00,4,0,4,365,640,111,1,12,52
2011,2014-04-30 17:04:00,3,1,2,730,810,329,2,24,104
2012,2015-10-27 17:06:00,0,1,3,365,698,252,1,12,52
2013,2014-02-19 14:57:00,4,1,0,120,1066,353,0,4,17
2014,2014-04-24 18:13:00,0,1,3,60,764,318,0,2,8
2015,2015-08-29 17:18:00,0,0,2,90,632,63,0,3,12
2016,2014-02-09 13:29:00,0,1,3,365,125,130,1,12,52
2017,2014-04-22 13:28:00,0,1,3,90,156,130,0,3,12
2018,2015-06-14 17:42:00,4,0,4,21,640,111,0,0,3
2019,2013-12-18 11:47:00,4,1,1,2920,811,329,8,97,417
2020,2013-12-31 17:16:00,4,0,0,60,640,5,0,2,8
2021,2015-06-05 13:10:00,4,1,1,28,125,88,0,0,4
2022,2015-05-25 14:05:00,2,0,1,30,640,111,0,1,4
2023,2016-02-01 18:37:00,0,1,3,365,602,130,1,12,52
2024,2015-06-05 10:03:00,4,0,1,21,640,216,0,0,3
2025,2015-09-09 17:49:00,3,1,2,2920,847,358,8,97,417
2026,2015-12-27 00:00:00,4,1,1,60,1319,353,0,2,8
2027,2014-05-07 17:24:00,0,1,2,365,847,38,1,12,52
2028,2015-07-24 13:17:00,4,0,1,3,640,104,0,0,0
2029,2013-11-05 19:07:00,3,1,1,90,450,130,0,3,12
2030,2013-11-15 13:34:00,0,0,3,3650,640,104,10,121,521
2031,2013-12-25 12:14:00,2,1,1,730,1101,320,2,24,104
2032,2015-10-19 19:07:00,0,0,2,60,637,168,0,2,8
2033,2015-03-24 19:02:00,2,0,2,1825,640,38,5,60,260
2034,2013-12-02 16:16:00,4,0,3,60,640,306,0,2,8
2035,2014-05-11 11:39:00,4,1,0,60,847,130,0,2,8
2036,2014-12-29 10:55:00,4,0,0,21,640,104,0,0,3
2037,2015-10-27 19:11:00,3,1,3,3650,156,307,10,121,521
2038,2015-12-02 19:47:00,0,0,3,60,632,296,0,2,8
2039,2014-08-07 17:26:00,0,1,2,150,1177,36,0,5,21
2040,2015-08-25 08:59:00,0,1,3,1460,403,338,4,48,208
2041,2015-03-14 17:04:00,0,1,3,365,450,88,1,12,52
2042,2013-11-01 16:11:00,4,1,3,730,1066,98,2,24,104
2043,2015-01-23 17:03:00,0,0,3,60,640,265,0,2,8
2044,2014-05-16 17:25:00,4,1,1,730,450,289,2,24,104
2045,2013-12-06 16:52:00,0,1,2,60,125,353,0,2,8
2046,2015-06-20 12:29:00,4,0,0,21,640,63,0,0,3
2047,2015-10-17 14:57:00,2,1,2,1095,1197,36,3,36,156
2048,2015-07-23 16:57:00,0,0,2,60,640,104,0,2,8
2049,2014-07-24 20:03:00,0,0,3,30,640,41,0,1,4
2050,2015-05-07 16:27:00,0,1,2,365,369,204,1,12,52
2051,2015-07-26 15:18:00,3,1,2,3650,600,130,10,121,521
2052,2014-05-31 19:33:00,0,1,3,60,167,130,0,2,8
2053,2014-04-22 14:10:00,3,1,2,2920,1233,88,8,97,417
2054,2015-10-12 18:59:00,0,1,3,730,105,89,2,24,104
2055,2015-09-14 12:40:00,4,1,3,365,1313,194,1,12,52
2056,2014-07-14 19:04:00,4,0,4,7,640,104,0,0,1
2057,2015-02-17 11:08:00,0,1,2,240,1235,163,0,8,34
2058,2016-01-03 12:53:00,3,1,2,1095,16,169,3,36,156
2059,2014-03-13 11:26:00,3,1,2,4380,450,88,12,146,625
2060,2015-06-17 12:35:00,4,0,0,1095,640,296,3,36,156
2061,2016-02-07 14:47:00,4,0,1,730,640,220,2,24,104
2062,2015-01-30 15:22:00,3,1,3,730,450,5,2,24,104
2063,2015-05-13 17:05:00,0,1,3,60,847,38,0,2,8
2064,2013-10-13 15:14:00,4,0,4,7,637,5,0,0,1
2065,2015-06-26 00:00:00,0,1,2,30,450,5,0,1,4
2066,2013-12-18 18:54:00,0,1,2,1460,811,354,4,48,208
2067,2015-11-27 18:34:00,0,0,3,60,640,291,0,2,8
2068,2015-03-20 11:17:00,2,0,0,180,632,139,0,6,25
2069,2015-05-12 09:00:00,4,0,4,365,640,5,1,12,52
2070,2015-12-16 16:37:00,0,0,1,90,640,41,0,3,12
2071,2015-05-26 18:06:00,0,0,0,60,640,296,0,2,8
2072,2015-07-22 16:57:00,3,1,3,270,1255,252,0,9,38
2073,2013-11-24 15:00:00,4,0,2,1095,640,5,3,36,156
2074,2015-09-21 15:54:00,4,0,0,30,640,5,0,1,4
2075,2014-09-28 09:00:00,4,0,0,150,640,104,0,5,21
2076,2014-06-26 11:55:00,4,1,3,90,101,289,0,3,12
2077,2014-08-07 18:20:00,0,1,2,2555,696,25,7,85,365
2078,2015-07-03 12:24:00,4,0,2,730,640,5,2,24,104
2079,2015-11-14 13:04:00,3,1,1,270,1196,25,0,9,38
2080,2015-10-04 12:08:00,0,0,2,60,640,111,0,2,8
2081,2014-03-04 17:22:00,3,1,3,365,783,307,1,12,52
2082,2014-09-14 18:57:00,0,1,3,150,1348,98,0,5,21
2083,2014-07-22 17:17:00,3,1,3,2190,893,38,6,73,312
2084,2014-11-24 17:20:00,4,1,1,30,490,114,0,1,4
2085,2014-09-21 17:28:00,0,1,3,1095,1313,194,3,36,156
2086,2014-11-05 09:00:00,4,0,1,120,640,167,0,4,17
2087,2014-08-27 10:08:00,0,1,3,3285,847,38,9,109,469
2088,2014-03-09 19:11:00,0,1,3,2190,559,164,6,73,312
2089,2016-01-23 16:38:00,0,1,3,730,811,307,2,24,104
2090,2014-09-14 19:32:00,4,0,4,14,640,104,0,0,2
2091,2014-03-24 13:33:00,3,0,2,1095,640,5,3,36,156
2092,2014-07-27 11:55:00,4,1,0,120,112,36,0,4,17
2093,2014-03-11 14:12:00,2,1,2,1460,1066,38,4,48,208
2094,2014-01-25 17:43:00,0,1,3,60,593,36,0,2,8
2095,2014-08-10 13:05:00,4,1,0,30,1066,226,0,1,4
2096,2013-10-24 13:14:00,0,1,3,730,742,192,2,24,104
2097,2014-12-28 13:13:00,0,0,1,120,945,111,0,4,17
2098,2016-01-25 16:13:00,0,1,2,365,199,274,1,12,52
2099,2015-07-19 16:31:00,4,1,3,365,763,318,1,12,52
2100,2015-01-11 14:23:00,4,0,3,180,640,5,0,6,25
2101,2014-07-08 11:56:00,4,0,0,90,640,111,0,3,12
2102,2014-04-02 17:52:00,3,1,2,730,866,358,2,24,104
2103,2014-04-17 09:36:00,2,0,0,365,632,296,1,12,52
2104,2015-10-21 13:37:00,4,0,3,1825,640,296,5,60,260
2105,2014-09-23 09:00:00,4,0,0,90,640,104,0,3,12
2106,2014-10-05 17:41:00,0,0,3,60,640,296,0,2,8
2107,2015-11-25 14:43:00,0,1,1,365,890,38,1,12,52
2108,2015-04-28 18:19:00,4,1,3,2190,74,320,6,73,312
2109,2015-09-07 18:26:00,4,1,0,30,696,114,0,1,4
2110,2013-12-24 12:37:00,0,1,0,60,696,36,0,2,8
2111,2015-09-05 18:06:00,0,0,3,730,632,139,2,24,104
2112,2014-07-02 14:00:00,3,1,3,365,847,289,1,12,52
2113,2014-08-04 14:34:00,4,0,2,3650,640,111,10,121,521
2114,2014-07-08 15:26:00,4,0,1,21,637,104,0,0,3
2115,2014-10-04 18:27:00,0,1,3,730,696,130,2,24,104
2116,2014-01-05 14:40:00,4,1,3,1095,538,130,3,36,156
2117,2015-12-28 14:36:00,4,0,2,365,640,111,1,12,52
2118,2014-11-01 11:08:00,4,1,3,3650,847,5,10,121,521
2119,2014-11-21 17:47:00,0,1,3,365,1066,165,1,12,52
2120,2015-01-14 17:41:00,4,1,3,365,1364,269,1,12,52
2121,2015-12-22 13:23:00,0,0,2,120,640,5,0,4,17
2122,2014-04-27 18:39:00,0,1,3,730,16,171,2,24,104
2123,2014-05-27 17:17:00,2,1,3,2920,890,38,8,97,417
2124,2013-12-13 18:15:00,4,1,0,210,847,38,0,7,30
2125,2015-08-27 12:41:00,0,1,3,1460,74,320,4,48,208
2126,2015-09-25 16:00:00,4,0,1,2,640,104,0,0,0
2127,2014-05-14 17:34:00,0,1,3,365,865,130,1,12,52
2128,2015-06-17 18:27:00,4,0,4,21,640,104,0,0,3
2129,2014-12-30 07:36:00,0,0,3,4380,922,104,12,146,625
2130,2015-08-19 15:45:00,0,1,2,365,956,163,1,12,52
2131,2014-08-22 17:43:00,0,1,2,180,74,24,0,6,25
2132,2014-04-20 17:27:00,0,1,3,365,811,131,1,12,52
2133,2014-12-09 17:51:00,0,1,3,60,847,38,0,2,8
2134,2016-01-20 11:36:00,4,1,0,60,847,5,0,2,8
2135,2016-02-07 18:45:00,3,1,3,2190,74,38,6,73,312
2136,2014-01-16 17:49:00,3,1,2,270,847,5,0,9,38
2137,2015-03-24 16:44:00,3,1,1,4015,1197,274,11,133,573
2138,2015-12-18 16:13:00,0,1,2,1095,1291,336,3,36,156
2139,2015-11-21 19:43:00,0,1,3,150,559,103,0,5,21
2140,2014-07-08 14:50:00,4,0,3,60,640,104,0,2,8
2141,2014-12-28 18:14:00,3,0,2,365,640,220,1,12,52
2142,2015-01-25 17:25:00,0,0,3,60,640,324,0,2,8
2143,2014-11-22 15:08:00,0,0,3,60,640,104,0,2,8
2144,2014-01-23 17:08:00,0,1,2,365,1313,38,1,12,52
2145,2014-04-30 16:43:00,0,1,2,2190,559,226,6,73,312
2146,2014-12-04 17:19:00,4,1,3,365,234,10,1,12,52
2147,2014-05-30 19:26:00,0,0,2,60,640,104,0,2,8
2148,2013-12-11 18:37:00,3,0,3,365,640,38,1,12,52
2149,2014-01-06 12:55:00,3,1,2,1095,980,272,3,36,156
2150,2014-09-27 09:00:00,4,0,1,120,640,104,0,4,17
2151,2014-10-14 14:07:00,2,0,1,2920,640,111,8,97,417
2152,2015-05-12 12:02:00,4,1,3,1095,450,307,3,36,156
2153,2014-03-27 13:52:00,2,1,2,1095,1066,349,3,36,156
2154,2015-02-08 14:37:00,2,1,1,1460,1105,26,4,48,208
2155,2014-10-19 12:26:00,0,0,2,1825,640,104,5,60,260
2156,2015-07-01 15:30:00,0,0,0,60,640,339,0,2,8
2157,2014-07-29 13:20:00,0,0,2,60,640,104,0,2,8
2158,2014-11-02 16:37:00,4,1,2,60,407,98,0,2,8
2159,2015-03-27 15:00:00,2,0,0,5110,640,68,14,170,730
2160,2014-05-04 17:32:00,0,1,3,365,847,5,1,12,52
2161,2014-04-24 11:44:00,3,1,3,1095,811,329,3,36,156
2162,2015-05-23 16:22:00,4,1,3,365,450,307,1,12,52
2163,2014-04-13 13:00:00,4,0,4,240,640,104,0,8,34
2164,2014-07-16 15:00:00,4,0,0,28,640,63,0,0,4
2165,2015-07-18 18:53:00,0,0,3,60,640,104,0,2,8
2166,2014-08-01 18:26:00,2,1,3,2190,298,320,6,73,312
2167,2013-11-25 13:55:00,0,0,3,365,640,38,1,12,52
2168,2015-01-04 18:40:00,3,1,2,730,962,131,2,24,104
2169,2015-12-28 14:29:00,4,0,2,365,640,216,1,12,52
2170,2015-05-09 14:09:00,3,0,2,1460,632,38,4,48,208
2171,2013-10-07 17:42:00,0,1,3,730,450,329,2,24,104
2172,2014-07-07 12:37:00,0,0,2,60,640,41,0,2,8
2173,2016-01-04 11:15:00,4,1,2,1095,1066,38,3,36,156
2174,2014-01-21 15:23:00,4,0,1,730,640,216,2,24,104
2175,2015-08-04 17:41:00,3,1,3,1095,696,25,3,36,156
2176,2014-04-17 14:19:00,4,0,3,365,637,38,1,12,52
2177,2013-11-26 15:23:00,3,0,3,730,637,296,2,24,104
2178,2015-08-16 13:31:00,3,1,3,5110,450,38,14,170,730
2179,2013-10-10 14:02:00,0,0,3,90,640,104,0,3,12
2180,2014-08-23 12:59:00,0,0,3,365,640,13,1,12,52
2181,2015-01-10 18:32:00,2,1,1,3650,1066,130,10,121,521
2182,2016-01-10 00:00:00,4,1,2,180,1066,6,0,6,25
2183,2013-11-30 17:30:00,0,1,2,120,1066,329,0,4,17
2184,2014-06-23 12:32:00,3,1,2,730,37,329,2,24,104
2185,2015-05-06 17:28:00,3,1,2,1460,1158,226,4,48,208
2186,2015-04-08 15:32:00,4,0,3,1825,637,41,5,60,260
2187,2014-12-15 12:17:00,2,1,0,365,1069,38,1,12,52
2188,2013-10-16 18:34:00,3,1,3,1095,1116,329,3,36,156
2189,2014-06-26 16:10:00,4,0,1,28,1251,186,0,0,4
2190,2015-03-18 16:39:00,4,0,2,365,637,318,1,12,52
2191,2014-01-21 16:48:00,3,1,2,1825,847,5,5,60,260
2192,2015-07-23 18:20:00,0,0,3,30,639,296,0,1,4
2193,2014-07-18 13:03:00,4,1,2,2555,74,23,7,85,365
2194,2013-11-15 15:04:00,3,1,3,3285,847,88,9,109,469
2195,2015-03-24 18:18:00,3,1,2,365,128,38,1,12,52
2196,2013-10-29 12:43:00,3,1,2,730,450,130,2,24,104
2197,2015-11-03 10:17:00,0,1,3,3650,847,38,10,121,521
2198,2014-07-25 16:59:00,0,0,3,60,640,139,0,2,8
2199,2014-06-10 18:26:00,3,1,2,730,764,166,2,24,104
2200,2015-05-30 14:21:00,0,0,2,1095,1271,211,3,36,156
2201,2014-10-22 15:56:00,0,1,2,30,737,88,0,1,4
2202,2013-12-08 19:13:00,0,0,2,120,640,5,0,4,17
2203,2015-06-30 15:25:00,4,0,0,730,640,296,2,24,104
2204,2015-10-22 14:31:00,4,0,3,2920,632,111,8,97,417
2205,2015-07-29 15:49:00,4,1,1,90,1066,307,0,3,12
2206,2015-03-28 12:04:00,0,1,3,730,807,250,2,24,104
2207,2015-03-15 10:22:00,2,0,3,730,640,216,2,24,104
2208,2015-09-03 18:58:00,4,1,2,1460,27,353,4,48,208
2209,2015-07-19 17:42:00,0,0,2,90,640,5,0,3,12
2210,2015-10-28 14:07:00,0,1,2,365,956,25,1,12,52
2211,2016-02-16 16:23:00,3,1,2,3285,847,38,9,109,469
2212,2014-09-16 17:56:00,4,0,1,30,640,111,0,1,4
2213,2014-06-28 12:53:00,3,1,2,2555,85,307,7,85,365
2214,2014-07-04 14:56:00,4,0,0,21,640,104,0,0,3
2215,2014-08-07 13:25:00,4,0,0,14,640,104,0,0,2
2216,2015-09-17 18:41:00,0,1,2,730,956,25,2,24,104
2217,2015-04-07 13:01:00,0,1,2,730,1081,329,2,24,104
2218,2014-02-04 14:10:00,4,1,0,90,249,38,0,3,12
2219,2015-12-26 16:53:00,0,1,2,365,214,276,1,12,52
2220,2014-03-01 14:00:00,4,0,4,730,640,104,2,24,104
2221,2015-12-23 16:22:00,0,0,3,365,640,111,1,12,52
2222,2014-12-06 09:00:00,4,0,1,180,640,86,0,6,25
2223,2013-11-02 17:42:00,3,1,3,2190,616,248,6,73,312
2224,2014-03-01 13:21:00,4,1,0,30,1105,26,0,1,4
2225,2014-12-05 16:58:00,3,1,3,730,559,250,2,24,104
2226,2014-07-31 18:59:00,3,1,2,730,249,38,2,24,104
2227,2015-09-26 09:32:00,4,1,3,150,847,166,0,5,21
2228,2014-09-19 13:27:00,3,1,3,365,1066,41,1,12,52
2229,2015-04-07 18:23:00,3,1,3,2190,1066,165,6,73,312
2230,2015-01-12 00:00:00,4,1,2,2190,449,318,6,73,312
2231,2014-01-08 16:45:00,3,1,2,730,964,318,2,24,104
2232,2014-12-24 11:15:00,3,1,2,2555,1066,38,7,85,365
2233,2015-12-10 13:14:00,0,1,2,730,847,38,2,24,104
2234,2013-10-20 13:03:00,4,1,3,180,1066,129,0,6,25
2235,2014-05-08 16:46:00,0,1,1,60,780,317,0,2,8
2236,2015-07-08 17:57:00,0,0,3,60,640,5,0,2,8
2237,2014-12-15 18:26:00,0,1,3,365,772,320,1,12,52
2238,2013-11-11 16:37:00,0,0,2,90,640,38,0,3,12
2239,2014-04-28 18:01:00,0,1,2,730,1158,246,2,24,104
2240,2014-08-30 12:38:00,0,1,2,210,1269,329,0,7,30
2241,2014-04-27 12:25:00,4,0,0,28,640,5,0,0,4
2242,2014-04-27 12:19:00,3,1,2,1095,1066,329,3,36,156
2243,2015-06-27 15:16:00,4,1,1,730,1220,307,2,24,104
2244,2014-01-06 17:23:00,4,1,3,1460,517,5,4,48,208
2245,2015-05-19 18:48:00,4,0,4,14,640,111,0,0,2
2246,2013-12-24 15:18:00,4,0,2,120,636,5,0,4,17
2247,2014-06-08 12:18:00,2,0,1,2555,640,38,7,85,365
2248,2014-05-03 12:17:00,4,1,2,1095,811,307,3,36,156
2249,2014-10-11 18:33:00,0,0,2,730,632,11,2,24,104
2250,2015-08-05 16:11:00,4,0,0,30,640,216,0,1,4
2251,2014-02-15 14:18:00,0,1,2,730,55,98,2,24,104
2252,2014-11-05 12:44:00,0,1,2,365,681,25,1,12,52
2253,2015-06-25 11:13:00,4,1,2,2555,1335,41,7,85,365
2254,2015-05-05 11:35:00,3,1,2,730,961,318,2,24,104
2255,2015-06-24 15:15:00,4,1,1,60,847,38,0,2,8
2256,2015-02-17 15:06:00,0,1,3,1095,585,226,3,36,156
2257,2014-07-17 16:01:00,4,1,0,1095,458,318,3,36,156
